EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AverageWorkingHours,rateOfAttrition
2481,53,No,Non-Travel,Research & Development,10,4,Medical,Male,2,Healthcare Representative,Married,20700,4,13,2,27,2,3,0,2,1,3,2,4,3,7.291178419,0.148148148
2482,43,No,Travel_Rarely,Sales,16,2,Marketing,Female,1,Laboratory Technician,Single,67820,0,16,1,10,2,9,1,8,2,4,3,3,3,5.441028846,0
2483,34,No,Travel_Rarely,Sales,10,2,Life Sciences,Female,5,Sales Executive,Single,77790,5,12,1,6,2,2,2,2,4,4,3,3,3,6.755779915,0.833333333
2484,21,Yes,Travel_Rarely,Sales,1,2,Marketing,Male,5,Healthcare Representative,Single,27910,1,14,0,1,3,1,1,0,2,2,3,4,3,6.743042735,1
2485,38,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,2,Sales Executive,Married,32010,1,11,1,5,3,5,0,4,4,3,3,2,3,5.749893162,0.2
2486,22,Yes,Travel_Rarely,Research & Development,1,3,Other,Male,4,Research Scientist,Married,49680,1,14,0,1,3,1,0,0,3,1,3,3,3,8.343317308,1
2487,31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,Male,5,Sales Executive,Married,131200,1,12,2,13,6,12,5,7,1,4,3,2,3,6.580059829,0.076923077
2488,51,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,1,Manager,Married,40330,2,14,0,15,2,2,2,2,1,3,3,3,3,6.007222222,0.133333333
2489,37,No,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,2,Sales Executive,Married,32910,1,16,3,5,2,5,0,3,2,2,3,2,3,7.218911325,0.2
2490,46,No,Travel_Rarely,Sales,3,4,Marketing,Female,1,Sales Representative,Divorced,42720,7,13,0,24,3,2,2,2,3,4,3,4,3,9.033087607,0.291666667
2491,36,No,Travel_Rarely,Research & Development,27,3,Technical Degree,Female,4,Research Scientist,Married,50560,7,12,0,15,2,12,5,7,4,1,3,2,3,8.59029594,0.466666667
2492,44,Yes,Travel_Frequently,Sales,10,4,Life Sciences,Male,1,Research Scientist,Divorced,28440,1,12,0,6,2,5,2,3,3,2,2,4,3,8.287621795,0.166666667
2493,37,No,Travel_Rarely,Research & Development,19,2,Technical Degree,Male,2,Sales Executive,Divorced,27030,2,14,0,19,2,10,4,7,3,2,2,3,3,5.63838141,0.105263158
2494,35,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Research Scientist,Single,19040,1,22,1,10,4,10,7,7,3,4,3,3,4,7.955386752,0.1
2495,33,No,Travel_Rarely,Research & Development,8,5,Medical,Male,2,Laboratory Technician,Married,82240,6,19,0,14,3,10,7,6,4,1,3,3,3,7.131483974,0.428571429
2496,28,No,Travel_Rarely,Sales,9,3,Medical,Female,2,Sales Executive,Married,47660,1,12,0,5,3,5,0,3,3,4,4,3,3,6.679267094,0.2
2497,39,No,Travel_Rarely,Sales,3,4,Marketing,Female,2,Laboratory Technician,Single,26100,7,12,0,9,2,4,2,2,3,3,3,2,3,6.191521368,0.777777778
2498,46,No,Non-Travel,Research & Development,9,2,Life Sciences,Male,2,Manufacturing Director,Single,57310,8,17,0,6,2,2,2,2,2,2,3,3,3,6.151405983,1.333333333
2499,40,No,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Research Director,Married,25390,4,12,1,7,3,4,0,2,3,1,2,3,3,6.101306624,0.571428571
2500,42,No,Travel_Rarely,Research & Development,7,4,Other,Female,2,Laboratory Technician,Married,57140,5,11,0,10,2,0,0,0,2,1,2,3,3,6.041913462,0.5
2501,35,No,Non-Travel,Sales,10,1,Life Sciences,Female,2,Research Director,Divorced,43230,2,18,3,15,3,7,1,7,2,4,3,3,3,6.264523504,0.133333333
2502,38,No,Non-Travel,Sales,6,4,Marketing,Male,3,Sales Executive,Divorced,73360,5,11,0,13,3,11,3,8,1,2,3,3,3,6.832915598,0.384615385
2503,34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,1,Manufacturing Director,Married,134990,4,23,2,11,2,7,0,7,4,1,2,4,4,7.008448718,0.363636364
2504,37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,Male,1,Laboratory Technician,Single,137580,1,11,1,10,5,10,0,8,4,1,1,3,3,5.719639957,0.1
2505,39,No,Travel_Frequently,Research & Development,2,1,Medical,Male,2,Healthcare Representative,Divorced,51550,2,18,1,7,3,2,2,2,3,4,3,2,3,5.504941239,0.285714286
2506,43,No,Non-Travel,Human Resources,8,5,Medical,Female,3,Sales Executive,Single,22580,4,18,0,7,2,3,1,2,1,3,2,3,3,6.574607906,0.571428571
2507,41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,3,Research Scientist,Single,35970,3,13,1,11,2,3,1,2,2,2,1,1,3,6.850879274,0.272727273
2508,41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,Male,3,Laboratory Technician,Divorced,25150,0,18,0,23,2,22,13,5,3,3,4,2,3,9.490864316,0
2509,30,No,Travel_Rarely,Sales,26,3,Marketing,Female,2,Manager,Single,44200,9,11,0,9,3,7,0,2,1,3,3,3,3,6.403236111,1
2510,26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,Female,3,Sales Executive,Married,65780,0,15,2,6,3,5,1,4,4,2,3,2,3,7.980435897,0
2511,46,Yes,Travel_Rarely,Research & Development,10,3,Medical,Male,1,Sales Executive,Married,44220,4,11,1,13,2,9,3,7,4,2,4,3,3,7.253456197,0.307692308
2512,40,No,Travel_Rarely,Sales,27,2,Medical,Female,3,Sales Executive,Divorced,102740,4,18,0,12,3,5,0,3,3,4,3,3,3,6.204207265,0.333333333
2513,34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Laboratory Technician,Married,53430,1,14,0,10,5,10,4,8,2,3,3,2,3,6.809274573,0.1
2514,58,No,Non-Travel,Research & Development,2,4,Medical,Male,1,Laboratory Technician,Divorced,23760,4,12,1,37,3,16,14,14,2,2,2,3,3,6.192797009,0.108108108
2515,35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,Female,3,Manufacturing Director,Married,53460,0,14,0,6,3,5,0,3,2,3,4,2,3,6.81230235,0
2516,47,No,Travel_Rarely,Research & Development,19,5,Medical,Female,2,Research Scientist,Divorced,28270,8,14,1,28,3,22,14,10,3,2,3,3,3,9.65209188,0.285714286
2517,40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Manager,Divorced,199430,2,13,1,15,3,7,7,7,2,1,3,3,3,6.44878953,0.133333333
2518,54,No,Travel_Rarely,Sales,27,4,Medical,Male,1,Research Scientist,Married,31310,4,14,0,14,3,7,1,7,4,4,2,2,3,6.149487179,0.285714286
2519,31,No,Travel_Frequently,Sales,8,4,Other,Female,3,Manufacturing Director,Married,25520,2,18,0,9,2,3,2,2,1,1,3,3,3,6.600630342,0.222222222
2520,28,No,Travel_Rarely,Sales,1,2,Life Sciences,Male,3,Manager,Married,44770,1,15,0,3,6,3,1,2,3,1,3,3,3,7.114236111,0.333333333
2521,38,No,Travel_Rarely,Research & Development,19,3,Medical,Female,2,Manufacturing Director,Married,64740,2,13,2,20,3,4,0,3,2,4,2,1,3,8.879441239,0.1
2522,26,No,Travel_Rarely,Sales,8,3,Marketing,Female,1,Healthcare Representative,Single,30330,1,12,0,5,2,5,1,2,3,4,3,2,3,5.574747863,0.2
2523,58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,Female,1,Sales Representative,Married,29360,2,13,1,23,3,2,2,2,1,3,3,3,3,9.060514957,0.086956522
2524,18,No,Non-Travel,Research & Development,2,3,Life Sciences,Male,3,Sales Representative,Single,186060,1,24,2,0,4,0,0,0,2,3,1,3,4,6.721179487,0
2525,31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,Laboratory Technician,Married,21680,0,14,1,2,2,1,0,0,4,1,3,3,3,5.622217949,0
2526,29,Yes,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Manager,Divorced,28530,4,14,1,4,5,2,2,0,1,1,3,2,3,8.205915598,1
2527,45,No,Non-Travel,Sales,1,4,Technical Degree,Male,1,Research Scientist,Married,170480,4,15,0,10,3,8,5,7,3,3,4,2,3,6.258135684,0.4
2528,36,No,Travel_Rarely,Sales,2,3,Technical Degree,Female,5,Laboratory Technician,Married,22900,4,11,0,15,5,1,0,0,4,2,3,3,3,9.901397436,0.266666667
2529,43,No,Travel_Frequently,Sales,8,3,Medical,Male,1,Research Director,Married,36000,1,23,0,7,2,7,7,7,1,4,3,3,4,6.57211859,0.142857143
2530,27,No,Travel_Frequently,Sales,8,4,Life Sciences,Male,5,Research Scientist,Single,21070,0,13,0,6,2,5,0,2,4,4,2,3,3,9.631668803,0
2531,29,No,Travel_Frequently,Research & Development,6,2,Medical,Male,1,Human Resources,Married,41150,1,11,0,11,1,11,3,10,4,4,4,3,3,7.189650641,0.090909091
2532,32,No,Travel_Frequently,Sales,9,4,Life Sciences,Male,4,Sales Executive,Single,43270,8,13,0,4,4,0,0,0,4,4,4,3,3,6.690438034,2
2533,42,No,Non-Travel,Research & Development,11,3,Medical,Male,1,Manager,Married,178560,3,18,0,10,2,6,3,3,3,3,2,3,3,5.971940171,0.3
2534,47,No,Travel_Rarely,Sales,2,2,Life Sciences,Female,5,Manager,Single,31960,4,14,1,7,3,2,2,0,2,3,3,2,3,5.504024573,0.571428571
2535,46,No,Travel_Rarely,Human Resources,1,3,Life Sciences,Female,1,Laboratory Technician,Divorced,190810,3,21,0,12,2,9,4,7,4,4,2,3,4,6.556024573,0.25
2536,28,No,Non-Travel,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Divorced,89660,1,16,1,3,3,3,2,2,3,4,3,2,3,6.945036325,0.333333333
2537,29,No,Travel_Rarely,Research & Development,16,3,Medical,Female,1,Manufacturing Director,Divorced,22100,8,11,1,11,4,7,1,6,4,3,3,3,3,7.608280983,0.727272727
2538,42,No,Travel_Rarely,Sales,2,4,Medical,Female,2,Research Director,Single,45390,4,17,1,8,5,0,0,0,4,3,3,3,3,5.911450855,0.5
2539,32,Yes,Travel_Rarely,Research & Development,1,1,Medical,Male,2,Laboratory Technician,Single,27410,7,11,0,7,3,2,2,2,3,2,2,3,3,9.704851496,1
2540,46,No,Travel_Rarely,Research & Development,23,1,Life Sciences,Male,2,Laboratory Technician,Divorced,34910,2,14,0,25,0,19,2,8,1,1,3,3,3,6.910410256,0.08
2541,27,No,Travel_Rarely,Sales,2,3,Life Sciences,Female,5,Research Scientist,Married,45410,1,14,2,9,4,9,5,8,2,3,3,4,3,6.192917735,0.111111111
2542,29,No,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Sales Executive,Married,26780,1,25,1,1,3,1,0,0,4,2,3,3,4,7.258925214,1
2543,43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Manufacturing Director,Married,73790,7,13,2,21,3,16,6,14,1,3,3,2,3,5.488767094,0.333333333
2544,48,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Manager,Married,62720,4,14,0,29,3,22,12,9,4,2,3,2,3,5.360032051,0.137931034
2545,29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,Female,1,Laboratory Technician,Single,52200,1,17,0,1,3,1,1,0,4,4,2,2,3,7.573941239,1
2546,46,Yes,Travel_Rarely,Research & Development,4,4,Medical,Female,2,Sales Representative,Married,27430,5,25,1,14,1,8,0,7,3,2,3,4,4,7.281326923,0.357142857
2547,27,No,Travel_Frequently,Research & Development,16,4,Medical,Male,3,Healthcare Representative,Married,49980,0,20,2,8,3,7,7,3,4,1,2,3,4,6.969303419,0
2548,39,No,Travel_Rarely,Research & Development,2,3,Technical Degree,Male,3,Healthcare Representative,Divorced,102520,8,13,1,7,3,2,2,2,4,4,3,3,3,5.806440171,1.142857143
2549,55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Human Resources,Married,27810,8,13,1,19,2,5,0,4,2,4,4,3,3,5.380977564,0.421052632
2550,28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,Male,2,Laboratory Technician,Married,68520,1,18,1,1,2,1,0,0,2,2,3,4,3,6.482242521,1
2551,30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,Female,2,Sales Executive,Single,49500,1,12,2,1,3,1,0,0,2,4,2,3,3,7.181232906,1
2552,22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,Female,2,Laboratory Technician,Single,35790,1,19,3,1,3,1,0,0,4,2,3,3,3,9.781133547,1
2553,36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,Male,1,Sales Executive,Married,131910,1,14,1,10,2,10,1,7,2,3,3,2,3,8.401181624,0.1
2554,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,5,Manager,Divorced,103770,1,14,0,10,2,10,0,2,2,3,3,3,3,7.025478632,0.1
2555,34,No,Travel_Rarely,Sales,14,2,Technical Degree,Female,1,Sales Executive,Married,22350,2,14,1,9,2,5,1,0,3,4,3,3,3,7.192375,0.222222222
2556,29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,Female,1,Sales Executive,Single,105020,3,12,0,11,4,3,1,2,4,1,3,2,3,6.585737179,0.272727273
2557,37,No,Travel_Rarely,Research & Development,7,2,Medical,Male,1,Manufacturing Director,Married,20110,5,13,0,16,4,5,0,4,4,1,3,4,3,7.699012821,0.3125
2558,35,No,Travel_Rarely,Sales,2,1,Technical Degree,Male,2,Laboratory Technician,Married,18590,0,25,1,4,2,3,0,2,4,2,3,2,4,9.78770406,0
2559,45,No,Travel_Rarely,Research & Development,3,3,Medical,Female,2,Sales Executive,Married,37600,0,14,1,10,2,9,3,8,2,4,2,2,3,6.512074786,0
2560,36,No,Travel_Frequently,Research & Development,5,3,Medical,Female,4,Manufacturing Director,Single,177790,1,17,1,10,5,10,0,8,2,4,2,1,3,5.808004274,0.1
2561,40,No,Travel_Rarely,Research & Development,3,3,Other,Male,1,Sales Executive,Divorced,68330,2,13,0,22,3,19,11,16,1,1,3,3,3,5.970733974,0.090909091
2562,26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,Male,2,Human Resources,Married,68120,1,13,0,1,2,1,1,0,2,3,2,2,3,8.626148504,1
2563,27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,Male,2,Manufacturing Director,Single,51710,0,20,1,9,1,8,0,7,1,3,2,2,4,6.746695513,0
2564,48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,2,Research Director,Divorced,197400,3,14,0,24,2,22,4,7,4,4,3,4,3,6.71575,0.125
2565,44,No,Travel_Rarely,Sales,1,2,Medical,Male,4,Manager,Married,187110,2,12,1,10,0,2,2,2,2,1,3,3,3,6.315916667,0.2
2566,34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,Female,1,Sales Representative,Married,36920,1,12,1,5,5,5,3,0,4,1,3,3,3,9.074848291,0.2
2567,56,Yes,Travel_Rarely,Human Resources,1,2,Medical,Female,5,Sales Executive,Single,25590,1,21,0,5,3,4,1,0,1,4,3,3,4,6.365185897,0.2
2568,36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,Female,3,Healthcare Representative,Married,25170,2,14,0,12,3,4,1,3,3,2,1,3,3,6.64358547,0.166666667
2570,42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,2,Sales Executive,Married,182650,9,12,1,18,4,13,5,7,3,1,4,3,3,6.560121795,0.5
2571,31,No,Travel_Rarely,Sales,9,4,Life Sciences,Female,1,Sales Executive,Divorced,161240,2,23,1,8,2,5,1,4,3,4,3,2,4,7.645626068,0.25
2572,34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,Female,3,Laboratory Technician,Married,25850,3,12,0,9,5,4,0,1,4,4,2,3,3,8.646615385,0.333333333
2573,31,No,Travel_Rarely,Sales,25,2,Life Sciences,Female,3,Manufacturing Director,Divorced,182130,8,21,2,4,3,2,2,2,1,3,2,4,4,5.948389957,2
2574,26,No,Travel_Frequently,Sales,16,2,Life Sciences,Male,2,Healthcare Representative,Married,83800,0,14,0,8,3,7,7,7,3,4,3,4,3,5.696297009,0
2575,45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,Female,2,Manager,Single,29940,4,18,1,12,2,4,0,3,2,3,3,3,3,7.278936966,0.333333333
2576,33,No,Travel_Rarely,Sales,1,3,Life Sciences,Female,5,Sales Executive,Single,12230,1,13,1,10,3,10,0,9,2,3,2,3,3,5.828192308,0.1
2577,28,No,Travel_Frequently,Sales,8,3,Life Sciences,Male,4,Research Scientist,Married,11180,1,11,0,7,3,7,0,7,3,4,3,3,3,9.658614316,0.142857143
2578,29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,Male,2,Sales Executive,Single,28750,1,11,0,1,3,1,0,0,3,1,3,3,3,6.372288462,1
2579,39,No,Non-Travel,Research & Development,8,5,Medical,Female,2,Sales Representative,Married,188240,6,19,1,10,4,3,1,2,1,3,3,3,3,5.553853632,0.6
2580,27,No,Travel_Rarely,Sales,3,2,Technical Degree,Male,2,Healthcare Representative,Married,135770,1,12,1,6,2,5,1,2,2,2,2,3,3,6.862501068,0.166666667
2581,34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,Female,2,Manufacturing Director,Married,26250,1,12,3,16,4,15,6,11,3,4,3,3,3,8.351084402,0.0625
2582,28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,Male,1,Research Director,Single,187890,3,16,1,6,4,2,2,2,4,3,3,3,3,8.634180556,0.5
2583,47,No,Non-Travel,Research & Development,1,4,Medical,Male,1,Research Scientist,Married,45380,8,11,0,16,3,8,1,7,3,2,4,3,3,5.465347222,0.5
2585,39,No,Travel_Rarely,Research & Development,1,3,Other,Female,1,Laboratory Technician,Married,105120,1,12,1,10,2,10,7,9,1,1,3,3,3,6.559161325,0.1
2586,38,No,Travel_Frequently,Research & Development,4,2,Medical,Female,1,Manager,Divorced,44440,1,13,0,20,2,20,0,7,4,2,3,3,3,9.886267094,0.05
2587,58,No,Travel_Rarely,Sales,5,3,Marketing,Male,5,Sales Representative,Married,21540,4,21,1,29,3,1,0,0,4,4,2,3,4,8.930809829,0.137931034
2588,32,Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,Male,2,Laboratory Technician,Single,191900,3,17,1,8,2,4,0,3,1,3,3,3,3,9.23754594,0.375
2589,38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Female,1,Sales Representative,Divorced,44900,2,21,1,10,1,5,0,3,2,4,4,3,4,7.030042735,0.2
2590,49,No,Travel_Frequently,Sales,11,4,Life Sciences,Male,2,Research Scientist,Married,35060,3,11,1,28,4,5,4,3,2,4,3,2,3,5.800008547,0.107142857
2591,42,No,Travel_Rarely,Sales,1,3,Life Sciences,Female,1,Sales Executive,Divorced,23720,3,12,1,14,3,0,0,0,2,4,3,3,3,7.866766026,0.214285714
2592,27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,Male,4,Laboratory Technician,Married,102310,1,13,1,1,2,1,0,0,1,2,3,3,3,5.758622863,1
2593,35,No,Travel_Rarely,Research & Development,25,1,Medical,Male,1,Sales Executive,Married,54100,0,18,0,6,4,5,0,4,2,1,1,3,3,5.985941239,0
2594,28,No,Non-Travel,Research & Development,21,1,Medical,Male,3,Research Scientist,Single,79780,1,16,2,5,2,5,1,4,3,3,2,3,3,5.871279915,0.2
2595,31,No,Non-Travel,Sales,23,1,Medical,Male,1,Sales Executive,Divorced,38670,1,11,1,4,4,4,2,3,3,1,4,4,3,9.142849359,0.25
2596,36,No,Non-Travel,Research & Development,1,3,Life Sciences,Male,2,Research Scientist,Married,28380,1,19,2,5,5,5,0,2,1,2,3,1,3,6.543474359,0.2
2597,34,No,Travel_Rarely,Sales,2,3,Marketing,Male,4,Healthcare Representative,Single,46950,1,16,1,14,2,14,2,1,1,4,2,3,3,5.351910256,0.071428571
2598,34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,Female,1,Research Director,Divorced,33390,1,16,0,9,2,8,1,1,4,3,2,2,3,6.241190171,0.111111111
2599,26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,2,Research Scientist,Single,20800,0,13,0,8,6,7,7,6,3,1,2,4,3,5.93236859,0
2600,29,No,Travel_Rarely,Research & Development,2,4,Other,Male,2,Laboratory Technician,Married,20960,0,22,0,6,2,5,0,2,1,1,2,4,4,6.91615812,0
2601,32,No,Non-Travel,Research & Development,3,1,Life Sciences,Male,3,Manager,Divorced,62090,5,17,1,9,5,5,1,2,3,4,3,4,3,5.917700855,0.555555556
2602,31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,Female,2,Human Resources,Married,180610,1,14,1,10,2,10,8,7,4,1,3,3,3,6.322715812,0.1
2603,28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,Female,2,Sales Representative,Divorced,171230,5,15,1,6,2,4,0,3,3,4,2,2,3,5.637851496,0.833333333
2604,38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,Male,3,Sales Representative,Single,23720,4,12,0,20,3,1,0,0,1,1,2,2,3,6.462142094,0.2
2605,35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,2,Sales Representative,Married,48830,1,18,1,10,1,10,0,9,3,4,3,1,3,8.127855769,0.1
2606,27,No,Travel_Rarely,Sales,2,3,Life Sciences,Female,1,Manager,Single,39040,1,15,0,7,2,7,0,7,4,4,3,3,3,7.031617521,0.142857143
2607,32,No,Travel_Rarely,Research & Development,8,1,Medical,Female,2,Research Scientist,Single,46270,8,17,1,8,2,1,0,0,4,4,3,2,3,6.847912393,1
2608,31,Yes,Travel_Frequently,Research & Development,2,1,Other,Male,3,Sales Executive,Married,70940,1,14,1,10,2,10,0,8,1,4,3,3,3,9.353764957,0.1
2609,53,Yes,Travel_Rarely,Research & Development,18,3,Medical,Male,1,Research Scientist,Single,34230,6,15,1,15,4,2,2,2,1,1,2,3,3,9.764255342,0.4
2610,54,No,Travel_Rarely,Research & Development,14,3,Other,Male,3,Research Scientist,Married,66740,3,17,1,9,2,4,2,3,1,3,2,3,3,6.968018162,0.333333333
2611,33,No,Travel_Frequently,Research & Development,2,4,Medical,Female,4,Sales Executive,Divorced,168800,1,14,3,9,2,9,2,8,4,3,3,3,3,7.038917735,0.111111111
2612,43,No,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Research Scientist,Married,90940,1,12,1,10,0,10,0,9,1,3,3,3,3,6.627532051,0.1
2613,38,No,Travel_Frequently,Research & Development,2,5,Medical,Female,4,Sales Executive,Married,84460,0,14,0,7,3,6,1,2,4,2,3,2,3,7.368662393,0
2614,55,No,Travel_Rarely,Sales,9,3,Marketing,Male,2,Laboratory Technician,Married,119160,4,15,1,35,3,10,1,4,3,2,3,2,3,7.509184829,0.114285714
2615,31,No,Travel_Rarely,Sales,6,3,Other,Male,1,Manufacturing Director,Divorced,45340,1,13,0,1,2,1,0,0,4,4,3,3,3,10.05270513,1
2616,39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,2,Sales Executive,Single,98520,0,12,1,21,5,20,11,10,2,1,3,2,3,5.701892094,0
2617,42,No,Non-Travel,Research & Development,10,4,Life Sciences,Female,2,Research Scientist,Single,61510,1,13,1,20,3,20,3,7,4,3,3,3,3,5.910504274,0.05
2618,31,No,Non-Travel,Research & Development,14,2,Life Sciences,Male,2,Healthcare Representative,Married,23020,4,14,0,13,3,11,4,8,3,3,4,3,3,5.38392094,0.307692308
2619,54,No,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Human Resources,Single,23620,6,13,1,9,2,5,1,4,3,1,3,4,3,9.256325855,0.666666667
2620,24,No,Travel_Rarely,Research & Development,5,4,Other,Male,1,Manufacturing Director,Single,178610,1,11,2,4,5,4,1,2,2,3,2,1,3,6.402222222,0.25
2621,23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,2,Research Scientist,Single,191870,1,11,1,5,2,5,1,4,4,4,4,3,3,6.182777778,0.2
2622,40,No,Travel_Frequently,Research & Development,21,3,Medical,Female,3,Research Scientist,Married,197170,1,21,0,10,1,10,9,4,4,3,4,2,4,6.909638889,0.1
2623,40,No,Travel_Rarely,Research & Development,8,1,Medical,Female,5,Research Scientist,Married,35440,3,18,3,15,3,11,5,10,2,2,3,2,3,5.752294872,0.2
2624,25,No,Travel_Rarely,Sales,20,5,Medical,Female,2,Laboratory Technician,Married,85000,4,12,0,6,2,2,1,2,3,2,3,3,3,5.615233974,0.666666667
2625,30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,Male,2,Research Scientist,Married,46610,1,11,0,12,3,12,1,7,4,2,2,2,3,5.638367521,0.083333333
2626,25,No,Travel_Rarely,Research & Development,7,2,Medical,Male,5,Sales Executive,Divorced,41030,6,15,1,7,2,2,0,2,4,3,2,3,3,9.010731838,0.857142857
2627,47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Sales Executive,Single,42490,2,13,1,25,2,17,12,11,1,3,3,2,3,7.053669872,0.08
2628,33,No,Non-Travel,Research & Development,1,3,Life Sciences,Male,2,Research Scientist,Divorced,140260,1,12,0,1,4,1,0,0,2,3,2,3,3,5.608831197,1
2629,38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,Female,2,Sales Executive,Married,68930,0,17,0,16,3,15,5,8,4,2,3,3,3,7.311095085,0
2630,31,No,Travel_Rarely,Research & Development,10,4,Medical,Female,3,Sales Executive,Married,61250,0,13,1,3,3,2,1,2,1,3,3,3,3,6.675458333,0
2631,38,No,Travel_Frequently,Research & Development,1,4,Other,Male,2,Research Scientist,Married,36690,2,19,0,10,2,8,7,7,1,3,3,3,3,6.079675214,0.2
2632,42,No,Travel_Rarely,Research & Development,6,3,Medical,Male,2,Laboratory Technician,Divorced,100080,6,19,1,9,3,4,1,2,4,1,2,1,3,8.95133547,0.666666667
2633,41,No,Travel_Rarely,Sales,2,2,Medical,Male,1,Healthcare Representative,Married,23870,3,17,1,12,1,5,1,0,4,4,3,1,3,7.011615385,0.25
2634,47,No,Non-Travel,Research & Development,21,2,Medical,Male,1,Sales Executive,Married,46390,0,11,1,14,2,13,5,12,3,2,1,2,3,6.430047009,0
2635,35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,2,Healthcare Representative,Married,78980,7,15,0,5,2,2,2,2,4,3,3,2,3,9.712097222,1.4
2636,22,No,Travel_Rarely,Human Resources,12,1,Human Resources,Male,2,Sales Executive,Single,25340,0,11,0,4,1,3,1,2,4,3,4,3,3,6.014926282,0
2637,35,No,Travel_Rarely,Research & Development,9,3,Medical,Female,2,Sales Executive,Single,131420,1,25,2,10,4,10,0,8,2,3,3,3,4,7.250244658,0.1
2638,33,No,Travel_Rarely,Sales,3,4,Medical,Male,3,Healthcare Representative,Married,16110,0,14,0,10,2,9,8,1,2,4,3,2,3,8.290314103,0
2639,32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Manufacturing Director,Single,53630,1,13,0,6,4,6,4,1,3,2,3,3,3,6.490154915,0.166666667
2640,40,No,Travel_Rarely,Research & Development,1,4,Medical,Male,2,Research Director,Married,50710,8,17,1,8,3,1,0,0,1,4,2,2,3,5.780457265,1
2641,32,No,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Sales Executive,Married,136950,0,13,0,3,3,2,2,2,2,2,3,3,3,5.309189103,0
